STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_OUT_TY,C_MSA,L_NUM_BM,WEB_ADDR,PUB_FIPS,CNTYFIPS,YR_SUB
VA,VA0028,4,VA0028-002,BEALETON BRANCH,BEALETON VILLAGE CENTER DR.,BEALETON,FAUQUIER,22712,M,7034399728,BR,NO,0,http://library.co.fauquier.va.us,51,61,2001
VA,VA0028,5,VA0028-005,JOHN MARSHALL BRANCH,4133 RECTORTOWN ROAD,MARSHALL,FAUQUIER,20115,M,5403644910,BR,NO,0,http://library.co.fauquier.va.us,51,61,2001
VA,VA0029,2,VA0029-002,FLUVANNA COUNTY LIBRARY,P.O. BOX 548,FORK UNION,FLUVANNA,23055,M,8048422230,CE,NO,0,M,51,65,2001
VA,VA0030,2,VA-0030-002,FRANKLIN COUNTY PUBLIC LIBRARY,EAST COURT STREET,ROCKY MOUNT,FRANKLIN,24151,M,7034833098,CE,NO,0,M,51,67,2001
VA,VA0030,3,VA0030-003,FRANKLIN COUNTY PUBLIC LIBRARY BOOKMOBILE,EAST COURT STREET,ROCKY MOUNT,FRANKLIN,24151,M,7034833098,BS,NO,1,M,51,67,2001
VA,VA0031,2,VA0031-002,B. C. VAUGHAN LIBRARY,608 W. STUART DR.,GALAX,GALAX,24333,M,7032362351,CE,NO,0,M,51,640,2001
VA,VA0031,3,VA0031-003,CARROLL COUNTY PUBLIC LIBRARY,101 BEAVER DAM RD.,HILLSVILLE,CARROLL,24343,M,7037282228,BR,NO,0,M,51,35,2001
VA,VA0032,2,VA0032-002,GLOUCESTER LIBRARY,P.O. BOX 367,GLOUCESTER,GLOUCESTER,23061,M,8046932998,CE,NC,0,M,51,73,2001
VA,VA0032,3,VA0032-003,POINT BRANCH,"TIDEMILL SHOPPING CTR., BOX 889",HAYES,GLOUCESTER,23072,M,8046429790,BR,NC,0,M,51,73,2001
VA,VA0032,4,VA0032-004,GLOUCESTER LIBRARY BOOKMOBILE,P.O. BOX 613,GLOUCESTER,GLOUCESTER,23061,M,8046932998,BS,NO,1,M,51,73,2001
VA,VA0033,2,VA0033-002,HALIFAX COUNTY/SOUTH BOSTON REGIONAL LIBRARY,"161 S. MAIN STREET, P.O. BOX 1729",HALIFAX,HALIFAX,24558,1729,8044763068,CE,NO,0,ww2.halifax.com/library,51,83,2001
VA,VA0033,3,VA0033-003,SOUTH BOSTON PUBLIC LIBRARY,509 BROAD ST.,SOUTH BOSTON,SOUTH BOSTON,24592,M,8045723440,BR,NO,0,ww2.halifax.com/library,51,780,2001
VA,VA0033,4,VA0033-004,HALIFAX COUNTY/SOUTH BOSTON RGNL. L. BKMOB.,"161 S. MAIN STREET, P.O. BOX 1729",HALIFAX,HALIFAX,24558,M,8044763068,BS,NO,1,M,51,83,2001
VA,VA0034,2,VA0034-002,HAMPTON PUBLIC LIBRARY,4207 VICTORIA BOULEVARD,HAMPTON,HAMPTON CITY,23669,4243,8047271154,CE,NC,0,www.hamptonpubliclibrary.com,51,650,2001
VA,VA0034,3,VA0034-003,NORTHAMPTON BRANCH LIBRARY,936 BIG BETHEL RD.,HAMPTON,HAMPTON CITY,23666,M,8048254559,BR,NC,0,www.hamptonpubliclibrary.com,51,650,2001
VA,VA0034,4,VA0034-004,PHOEBUS BRANCH LIBRARY,1 S. MALLOR ST.,HAMPTON,HAMPTON CITY,23663,M,8047271149,BR,NC,0,www.hamptonpubliclibrary.com,51,650,2001
VA,VA0034,5,VA0034-005,WILLOW OAKS BRANCH LIBRARY,WILLOW OAKS VILLAGE SQUARE,HAMPTON,HAMPTON CITY,23669,M,8048505114,BR,NC,0,www.hamptonpubliclibrary.com,51,650,2001
VA,VA0034,6,VA0034-006,HAMPTON PUBLIC LIBRARY BOOKMOBILE,4207 VICTORIA BOULEVARD,HAMPTON,HAMPTON CITY,23669,4243,8047271154,BS,NC,1,M,51,650,2001
VA,VA0034,7,VA0034-007,PHOEBUS BRANCH BOOKMOBILE,1 SOUTH MALLORY,HAMPTON,HAMPTON,23663,M,7577271149,BS,CC,1,M,51,650,2001
VA,VA0035,2,VA0035-002,CLARKE COUNTY LIBRARY,36 E. MAIN ST.,BERRYVILLE,CLARKE,22611,M,7039552739,BR,NO,0,M,51,43,2001
VA,VA0035,3,VA0035-003,HANDLEY BOOKMOBILE,P.O. BOX 58,WINCHESTER,WINCHESTER,22601,M,7036629041,BS,NO,1,M,51,840,2001
VA,VA0035,4,VA0035-004,THE HANDLEY LIBRARY,P. O. BOX 58,WINCHESTER,WINCHESTER CITY,22601,58,7036629041,CE,NO,0,M,51,840,2001
VA,VA0035,5,VA0035-005,APPLE BLOSSOM MALL BRANCH,JUBAL EARLY DRIVE,WINCHESTER,FREDERICK,22601,M,5405458784,BR,NO,0,M,51,69,2001
VA,VA0035,6,VA0035-006,OLD TOWN BRANCH,134 N. LOUDOUN ST.,WINCHESTER,FREDERICK,22601,58,5405458772,BR,NO,0,M,51,69,2001
VA,VA0036,2,VA0036-002,DUMBARTON LIBRARY,6800 STAPLES MILL RD.,RICHMOND,HENRICO,23227,M,8042644934,BR,NC,0,M,51,87,2001
VA,VA0036,3,VA0036-003,FAIRFIELD LIBRARY,1001 N. LABURNUM AVE.,RICHMOND,HENRICO,23223,M,8042221559,BR,NC,0,M,51,87,2001
VA,VA0036,4,VA0036-004,GAYTON LIBRARY,10600 GAYTON RD.,RICHMOND,HENRICO,23233,M,8047402747,BR,NC,0,M,51,87,2001
VA,VA0036,6,VA0036-006,MUNICIPAL REFERENCE CENTER/HENRICO COUNTY,HENRICO GOVERNMENT COMPLEX,RICHMOND,HENRICO,23273,M,8046724780,BR,NC,0,M,51,87,2001
VA,VA0036,7,VA0036-007,NORTH PARK LIBRARY,8141 BROOK RD.,RICHMOND,HENRICO,23227,M,8042624876,BR,NC,0,M,51,87,2001
VA,VA0036,8,VA0036-008,SANDSTON LIBRARY,23 E. WILLIAMSBURG RD.,SANDSTON,HENRICO,23150,M,8047373728,BR,NC,0,M,51,87,2001
VA,VA0036,9,VA0036-009,TUCKAHOE LIBRARY,1700 PARHAM RD.,RICHMOND,HENRICO,23229,M,8042709578,BR,NC,0,M,51,87,2001
VA,VA0036,10,VA0036-010,VARINA LIBRARY,2001 LIBRARY RD.,RICHMOND,HENRICO,23231,M,8042222651,BR,NC,0,M,51,87,2001
VA,VA0036,11,VA0036-011,HENRICO COUNTY PUBLIC LIBRARY BOOKMOBILE,1001 N. LABURNUM AVE.,RICHMOND,HENRICO,23223,M,8042221643,BS,NC,1,M,51,87,2001
VA,VA0036,12,VA0036-012,GLEN ALLEN,10501 STAPLES MILL ROAD,GLEN ALLEN,HENRICO,23060,M,8047567523,BR,NC,0,M,51,87,2001
VA,VA0036,13,VA0036-013,INNSBROOK LIBRARY,4060 INNSLAKE DRIVE,RICHMOND,HENRICO,23228,M,8047478140,BR,NC,0,M,51,87,2001
VA,VA0037,2,VA0037-002,HERITAGE LIBRARY,P.O. BOX 8,PROVIDENCE FORGE,NEW KENT,23140,M,8049662480,CE,NC,0,M,51,127,2001
VA,VA0038,2,VA0038-002,HIGHLAND COUNTY PUBLIC LIBRARY,"WATER STREET, P.O. BOX 519",MONTEREY,HIGHLAND,24465,M,7034682373,CE,NO,0,www.cfw.com/`hcpl,51,91,2001
VA,VA0039,2,VA0039-002,JAMES L. HAMNER PUBLIC LIBRARY,P.O. BOX 610,AMELIA,AMELIA,23002,610,8045614559,CE,NO,0,M,51,7,2001
VA,VA0040,2,VA0040-002,JEFFERSON-MADISON REGIONAL LIBRARY,201 E. MARKET STREET,CHARLOTTESVILLE,CHARLOTTESVILLE,22901,5287,8049797151,CE,CC,0,M,51,540,2001
VA,VA0040,3,VA0040-003,CROZET LIBRARY,RT. 240,CROZET,ALBEMARLE,22932,430,8048234050,BR,NC,0,M,51,3,2001
VA,VA0040,4,VA0040-004,GORDON AVENUE LIBRARY,1500 GORDON AVE.,CHARLOTTESVILLE,CHARLOTTESVILLE,22903,1997,8042965544,BR,CC,0,M,51,540,2001
VA,VA0040,5,VA0040-005,GREENE COUNTY LIBRARY,STANARD ST.,STANARDSVILLE,GREENE,22973,367,8049855227,BR,NC,0,M,51,79,2001
VA,VA0040,6,VA0040-006,LOUISA COUNTY LIBRARY,103 WEST ST.,LOUISA,LOUISA,23093,4142,7039671103,BR,NC,0,M,51,109,2001
VA,VA0040,7,VA0040-007,NELSON COUNTY MEMORIAL LIBRARY,RT. 29 SOUTH,LOVINGSTON,NELSON,22949,321,8042635904,BR,NC,0,M,51,125,2001
VA,VA0040,8,VA0040-008,SCOTTSVILLE LIBRARY,BIRD ST.,SCOTTSVILLE,ALBEMARLE,24590,759,8042863541,BR,NC,0,M,51,3,2001
VA,VA0040,9,VA0040-009,JEFFERSON-MADISON REGIONAL LIBRARY BOOKMOBILE,201 E. MARKET STREET,CHARLOTTESVILLE,CHARLOTTESVILLE,22901,M,8049797151,BS,CC,1,M,51,540,2001
VA,VA0040,10,VA0040-010,NORTHSIDE BRANCH LIBRARY,1671 SEMINOLE TRAIL,CHARLOTTESVILLE,CHARLOTTESVILLE,22901,1466,8049737893,BR,CC,0,M,51,540,2001
VA,VA0041,2,VA0041-002,LANCASTER COUNTY PUBLIC LIBRARY,P.O. BOX 850,KILMARNOCK,LANCASTER,22482,M,8044351729,CE,NO,0,M,51,103,2001
VA,VA0041,3,VA0041-003,LANCASTER COUNTY PUBLIC LIBRARY BOOKMOBILE,P. O. BOX 850,KILMARNOCK,LANCASTER,22482,850,8044351729,BS,NO,1,M,51,103,2001
VA,VA0042,2,VA0042-002,LEWIS EGERTON SMOOT MEMORIAL LIBRARY,GENERAL DELIVERY,KING GEORGE,KING GEORGE,22485,M,7037757951,CE,NO,0,M,51,99,2001
VA,VA0043,2,VA0043-002,WISE COUNTY BRANCH,P.O. BOX 1379,WISE,WISE,24293,1379,7033288061,CE,NO,0,www.lprlibrary.org,51,195,2001
VA,VA0043,3,VA0043-003,C. BASCOM SLEMP MEMORIAL LIBRARY,"11 PROCTOR ST., NORTH",BIG STONE GAP,WISE,24219,M,7035231334,BR,NO,0,www.lprlibrary.org,51,195,2001
VA,VA0043,4,VA0043-004,COEBURN COMMUNITY LIBRARY,P.O. BOX V,COEBURN,WISE,24230,M,7033956152,BR,NO,0,www.lprlibrary.org,51,195,2001
VA,VA0043,5,VA0043-005,HAYSI PUBLIC LIBRARY,P.O. BOX CC,HAYSI,DICKENSON,24256,M,7038654851,BR,NO,0,www.lprlibrary.org,51,51,2001
VA,VA0043,6,VA0043-006,JONNIE B. DEEL MEMORIAL LIBRARY,P.O. BOX 650,CLINTWOOD,DICKENSON,24228,M,7039266617,BR,NO,0,www.lprlibrary.org,51,51,2001
VA,VA0043,7,VA0043-007,LEE COUNTY PUBLIC LIBRARY,406 JOSLYN AVE.,PENNINGTON GAP,LEE,24277,M,7035461141,BR,NO,0,www.lprlibrary.org,51,105,2001
VA,VA0043,8,142B07,ROSE HILL PUBLIC LIBRARY,GENERAL DELIVERY,ROSE HILL,LEE,24281,M,M,BR,NO,0,M,51,105,2001
VA,VA0043,9,VA0043-009,ST. PAUL BICENTENNIAL LIBRARY,P.O. BOX 1976,ST. PAUL,WISE,24283,M,7037629702,BR,NO,0,www.lprlibrary.org,51,195,2001
VA,VA0043,10,VA0043-010,SCOTT COUNTY PUBLIC LIBRARY,131 W. JACKSON ST.,GATE CITY,SCOTT,24251,M,7033863302,BR,NC,0,www.lprlibrary.org,51,169,2001
VA,VA0044,2,VA0044-002,LOVETTSVILLE LIBRARY,P.O. BOX 189,LOVETTSVILLE,LOUDOUN,22080,189,7038225824,BR,NC,0,http://www.co.loudoun.va.us/lcpl/lovettsvill,51,107,2001
VA,VA0044,3,VA0044-003,MIDDLEBURG LIBRARY,P.O. BOX 1903,MIDDLEBURG,LOUDOUN,22117,1823,7036875730,BR,NC,0,http://www.co.loudoun.va.us/lcpl/middlebur,51,107,2001
VA,VA0044,4,VA0044-004,PURCELLVILLE LIBRARY,MAIN ST.,PURCELLVILLE,LOUDOUN,22132,3164,7033387235,BR,NC,0,http://www.co.loudoun.va.us/lcpl/purcellvill,51,107,2001
VA,VA0044,5,VA0044-005,STERLING LIBRARY,120 ENTERPRISE ST.,STERLING,LOUDOUN,22170,3294,7034309500,BR,NC,0,http://www.co.loudoun.va.us/lcpl/sterling/,51,107,2001
VA,VA0044,7,VA0044-007,LOUDOUN COUNTY PUBLIC LIBRARY,208 S. KING STREET,LEESBURG,LOUDOUN,22075,M,7037770368,BS,NC,1,http://www.co.loudoun.va.us/lcpl/eloudoun/,51,107,2001
VA,VA0044,8,VA0044-008,RUST LIBRARY,380 OLD WATERFORD ROAD,LEESBURG,LOUDOUN,22075,2121,7037770323,BR,NC,0,http://www.co.loudoun.va.us/lcpl/rust/,51,107,2001
VA,VA0044,9,VA0044-009,EASTERN LOUDOUN REGIONAL LIBRARY,21030 WHITFIELD PLACE,STERLING,LOUDOUN,20165,7222,7034443228,BR,NC,0,http://www.co.loudoun.va.us/lcpl/eloudoun/,51,107,2001
VA,VA0045,2,VA0045-002,LYNCHBURG PUBLIC LIBRARY,2315 MEMORIAL AVENUE,LYNCHBURG,LYNCHBURG CITY,24501,M,8048471577,CE,CC,0,M,51,680,2001
VA,VA0045,3,VA0045-003,DOWNTOWN BRANCH/LYNCHBURG PUBLIC LIBRARY,900 CHURCH ST.,LYNCHBURG,LYNCHBURG CITY,24504,M,8048471768,BR,CC,0,M,51,680,2001
VA,VA0046,2,VA0046-002,"MADISON COUNTY LIBRARY, INC.",P.O. BOX 243,MADISON,MADISON,22727,M,7039484720,CE,NO,0,M,51,113,2001
VA,VA0047,2,VA0047-002,MARY RILEY STYLES PUBLIC LIBRARY,120 N. VIRGINIA AVENUE,FALLS CHURCH,FALLS CHURCH CITY,22046,3354,7032415030,CE,NC,0,M,51,610,2001
VA,VA0048,2,VA0048-002,MATHEWS MEMORIAL LIBRARY,"P.O. BOX 980, MAIN STREET",MATHEWS,MATHEWS,23109,980,8047255747,CE,NO,0,http://www.mathewslibrary.org,51,115,2001
VA,VA0049,2,VA0049-002,MEHERRIN REGIONAL LIBRARY,133 W. HICKS STREET,LAWRENCEVILLE,BRUNSWICK,23868,1710,8048482418,CE,NO,0,M,51,25,2001
VA,VA0049,3,VA0049-003,"WILLIAM E. RICHARDSON, JR. MEMORIAL LIBRARY",1 SPRING ST.,EMPORIA,EMPORIA CITY,23847,2051,8046342539,BR,NO,0,M,51,595,2001
VA,VA0049,5,VA0049-005,MEHERRIN REGIONAL LIBRARY BOOKMOBILE,133 WEST HICKS STREET,LAWRENCEVILLE,BRUNSWICK,23868,1797,8048482418,BS,NO,1,M,51,25,2001
VA,VA0050,2,VA0050-002,MIDDLESEX COUNTY PUBLIC LIBRARY,"P.O. BOX 189, VIRGINIA STREET",URBANNA,MIDDLESEX,23175,189,8047585717,BR,NO,0,M,51,119,2001
VA,VA0050,3,VA0050-003,DELTAVILLE BRANCH,BOX 527,DELTAVILLE,MIDDLESEX,23043,100,8047766011,BR,NO,0,M,51,119,2001
VA,VA0051,2,VA0051-002,HEADQUARTERS LIBRARY/MONTGOMERY-FLOYD,125 SHELTMAN STREET,CHRISTIANSBURG,MONTGOMERY,24073,M,7033826967,CE,NO,0,mfrl.org,51,121,2001
VA,VA0051,3,VA0051-003,BLACKSBURG AREA BRANCH,400 DRAPER RD.,BLACKSBURG,MONTGOMERY,24060,M,7035528246,BR,NO,0,mfrl.org,51,121,2001
VA,VA0051,4,VA0051-004,JESSIE PETERMAN MEMORIAL BRANCH,321 W. MAIN ST.,FLOYD,FLOYD,24091,M,7037452947,BR,NO,0,mfrl.org,51,63,2001
VA,VA0051,5,VA0051-005,MONTGOMERY-FLOYD REGIONAL LIBRARY BOOKMOBILE,125 SHELTMAN STREET,CHRISTIANSBURG,MONTGOMERY,24073,M,7033826967,BS,NO,2,M,51,121,2001
VA,VA0052,2,VA0052-002,R. IRIS BRAMMER PUBLIC LIBRARY,109 MARY STREET,NARROWS,GILES,24124,M,7037262884,CE,NO,0,M,51,71,2001
VA,VA0053,2,VA0053-002,BAILEY BRANCH,2510 WICKHAM AVE.,NEWPORT NEWS,NEWPORT NEWS CITY,23607,4610,8042478677,BR,CC,0,www.newport-news.va.us/library,51,700,2001
VA,VA0053,4,VA0053-004,MAIN STREET BRANCH/NEWPORT NEWS PUBLIC,110 MAIN ST.,NEWPORT NEWS,NEWPORT NEWS CITY,23601,4105,8045965723,BR,CC,0,www.newport-news.va.us/library,51,700,2001
VA,VA0053,5,VA0053-005,VIRGIL I. GRISSOM BRANCH,366 DESHAZOR DR.,NEWPORT NEWS,NEWPORT NEWS CITY,23607,3520,8048770111,BR,CC,0,www.newport-news.va.us/library,51,700,2001
VA,VA0053,6,120053-006,WEST AVENUE BRANCH,30TH AND WEST AVE.,NEWPORT NEWS,NEWPORT NEWS CITY,23607,3812,8042478505,BR,CC,0,www.newport-news.va.us/library,51,700,2001
VA,VA0053,7,VA0053-007,NEWPORT NEWS BOOKMOBILE,10832 WARWICK BOULEVARD,NEWPORT NEWS,NEWPORT NEWS,23607,M,8045914858,BS,CC,1,M,51,700,2001
VA,VA0054,2,VA0054-002,NORFOLK PUBLIC LIBRARY,301 EAST CITY HALL AVENUE,NORFOLK,NORFOLK CITY,23510,1776,8044412887,CE,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,3,VA0054-003,BARRON F. BLACK BRANCH,6700 E. TANNERS CREEK RD.,NORFOLK,NORFOLK CITY,23518,M,8044415333,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,4,VA0054-004,BERKLEY BRANCH,555 E. LIBERTY ST.,NORFOLK,NORFOLK CITY,23523,M,8044415334,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,5,VA0054-005,BLYDEN BRANCH,879 E. PRINCESS ANNE RD.,NORFOLK,NORFOLK CITY,23504,M,8044412852,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,6,VA0054-006,BRAMBLETON BRANCH,961 PARK AVE.,NORFOLK,NORFOLK CITY,23504,M,8044412843,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,7,VA0054-007,JANAF BRANCH,124 JANAF SHOPPING CTR.,NORFOLK,NORFOLK CITY,23502,M,8044415330,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,8,VA0054-008,LAFAYETTE BRANCH,1610 CROMWELL DR.,NORFOLK,NORFOLK CITY,23509,M,8044412842,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,9,VA0054-009,LARCHMONT BRANCH,6525 HAMPTON BLVD.,NORFOLK,NORFOLK CITY,23508,M,8044415335,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,10,VA0054-010,LITTLE CREEK BRANCH,7853 TARPON PLACE,NORFOLK,NORFOLK CITY,23518,M,8044415332,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,11,VA0054-011,PARK PLACE BRANCH,620 W. 29TH ST.,NORFOLK,NORFOLK CITY,23508,M,8046278076,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,12,VA0054-012,PRETLOW BRANCH,9640 GRANBY ST.,NORFOLK,NORFOLK CITY,23503,M,8044415331,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,13,VA0054-013,VAN WYCK BRANCH,3455 SHIRLEY AVE.,NORFOLK,NORFOLK CITY,23517,M,8044412844,BR,CC,0,www.npl.lib.va.us,51,710,2001
VA,VA0054,14,VA0054-014,NORFOLK PUBLIC LIBRARY BOOKMOBILE,301 EAST CITY HALL AVENUE,NORFOLK,NORFOLK CITY,23510,1776,8044412887,BS,CC,1,M,51,710,2001
VA,VA0055,2,VA0055-002,NOTTOWAY COUNTY LIBRARY,M,NOTTOWAY,NOTTOWAY,23955,M,8046459310,CE,NO,0,M,51,135,2001
VA,VA0055,3,VA0055-003,BLACKSTONE BRANCH,415 S. MAIN ST.,BLACKSTONE,NOTTOWAY,23814,M,8042923587,BR,NO,0,M,51,135,2001
VA,VA0055,5,VA0055-005,CREWE BRANCH,TYLER STREET,CREWE,NOTTOWAY,23930,M,8046458688,BR,NO,0,M,51,135,2001
VA,VA0056,2,VA0056-002,ORANGE COUNTY PUBLIC LIBRARY,127 BELLEVIEW AVENUE,ORANGE,ORANGE,22960,1498,7036723811,CE,NO,0,M,51,137,2001
VA,VA0056,3,VA0056-003,WILDERNESS BRANCH LIBRARY,6421 FLAT RUN RD.,LOCUST GROVE,ORANGE,22508,M,5408545310,BR,NO,0,M,51,137,2001
VA,VA0056,5,VA0056-005,GORDONSVILLE LIBRARY,P.O. BOX 587,GORDONSVILLE,ORANGE,22942,M,5408320712,BR,NO,0,M,51,137,2001
VA,VA0057,2,VA0057-002,ASHLAND BRANCH,102 S. RAILROAD AVE.,ASHLAND,HANOVER,23005,M,8047984072,BR,NC,0,www.pamunkeylibrary.org,51,85,2001
VA,VA0057,3,VA0057-003,GOOCHLAND BRANCH,"2931 RIVER RD., WEST",GOOCHLAND,GOOCHLAND,23063,M,8045564774,BR,NC,0,www.pamunkeylibrary.org,51,75,2001
VA,VA0057,4,VA0057-004,HANOVER COURTHOUSE BRANCH,P.O. BOX 119,HANOVER,HANOVER,23069,119,8045376210,BR,NC,0,www.pamunkeylibrary.org,51,85,2001
VA,VA0057,5,VA0057-005,MECHANICSVILLE BRANCH,801 JENNIFER LANE,MECHANICSVILLE,HANOVER,23111,M,8047469615,BR,NC,0,www.pamunkeylibrary.org,51,85,2001
VA,VA0057,6,VA0057-006,ROCKVILLE BRANCH,P.O. BOX 64,ROCKVILLE,HANOVER,23146,M,8047493146,BR,NC,0,www.pamunkeylibrary.org,51,85,2001
VA,VA0057,7,VA0057-007,WEST POINT BRANCH,P.O. BOX 1680,WEST POINT,KING WILLIAM,23181,1680,8048433244,BR,NC,0,www.pamunkeylibrary.org,51,101,2001
VA,VA0057,9,VA0057,PAMUNKEY REGIONAL LIBRARY BOOKMOBILE,P.O. BOX 119,HANOVER,HANOVER,23069,119,8045376211,BS,NO,1,M,51,85,2001
VA,VA0057,10,VA0057-010,KING & QUEEN COUNTY BRANCH,P.O. BOX 279,ST. STEPHENS CHUR,KING & QUEEN,23148,279,8047691623,BR,NO,0,www.pamunkeylibrary.org,51,97,2001
VA,VA0057,11,VA0057-011,UPPER KING WILLIAM BRANCH,P.O. BOX 459,MANQUIN,KING WILLIAM,23106,459,8047693731,BR,NO,0,www.pamunkeylibrary.org,51,101,2001
VA,VA0057,12,VA0057-012,LOIS WICKHAM JONAS/MONTPELIER BRANCH,17205 MOUNTAIN ROAD,MONTPELIER,HANOVER,23192,M,8048837116,BR,NO,0,www.pamunkeylibrary.org,51,85,2001
VA,VA0057,13,VA0057-013,ATLEE LIBRARY,9161 ATLEE ROAD,MECHANICSVILLE,HANOVER,23116,M,8045590654,BR,NC,0,www.pamunkeylibrary.org,51,85,2001
VA,VA0058,2,VA0058-002,PEARISBURG PUBLIC LIBRARY,112 TAZEWELL STREET,PEARISBURG,GILES,24134,1646,7039212556,CE,NO,0,M,51,71,2001
VA,VA0059,2,VA0059-002,PETERSBURG PUBLIC LIBRARY,137 S. SYCAMORE STREET,PETERSBURG,PETERSBURG CITY,23803,4257,8047332387,CE,CC,0,www.ppls.org,51,730,2001
VA,VA0059,3,VA0059-003,A. P. HILL BRANCH,1237 HALIFAX ST.,PETERSBURG,PETERSBURG CITY,23803,5962,8047332392,BR,CC,0,www.ppls.org,51,730,2001
VA,VA0059,4,VA0059-004,RODOF SHOLOM BRANCH,1865 S. SYCAMORE ST.,PETERSBURG,PETERSBURG CITY,23803,2731,8047332393,BR,CC,0,www.ppls.org,51,730,2001
VA,VA0060,2,VA0060-002,PITTSYLVANIA COUNTY PUBLIC LIBRARY,P.O. BOX 1049,CHATHAM,PITTSYLVANIA,24531,4632,8044323271,CE,NC,0,www4.gamewood.net/pittslib,51,143,2001
VA,VA0060,3,VA0060-003,BROSVILLE-CASCADE BRANCH,"ROUTE 1,BOX 1285",DANVILLE,DANVILLE CITY,24069,873,8046851285,BR,NC,0,www4.gamewood.net/pittslib,51,590,2001
VA,VA0060,4,VA0060-004,GRETNA BRANCH,P. O. BOX 857,GRETNA,PITTSYLVANIA,24557,857,8046562579,BR,NC,0,www4.gamewood.net/pittslib,51,143,2001
VA,VA0060,6,VA0060,PITTSYLVANIA COUNTY PUBLIC LIBRARY BOOKMOBILE,P.O. BOX 1049,CHATHAM,PITTSYLVANIA,24531,M,8044323271,BS,NO,1,M,51,143,2001
VA,VA0061,2,VA0061-002,POQUOSON PUBLIC LIBRARY,774 POQUOSON AVENUE,POQUOSON,POQUOSON CITY,23662,1996,8048687931,CE,NC,0,M,51,735,2001
VA,VA0062,2,VA0062-002,MAIN LIBRARY/PORTSMOUTH PUBLIC,601 COURT STREET,PORTSMOUTH,PORTSMOUTH CITY,23704,3604,8043938501,CE,NC,0,M,51,740,2001
VA,VA0062,3,VA0062-003,CHURCHLAND BRANCH,3215 ACADEMY AVE.,PORTSMOUTH,PORTSMOUTH CITY,23703,M,8043938048,BR,NC,0,M,51,740,2001
VA,VA0062,4,VA0062-004,CRADOCK BRANCH,28 PROSPECT PKWY.,PORTSMOUTH,PORTSMOUTH CITY,23702,1996,8043938759,BR,NC,0,M,51,740,2001
VA,VA0062,5,VA0062-005,MANOR BRANCH,1401 ELMHURST LANE,PORTSMOUTH,PORTSMOUTH CITY,23701,1725,8043938049,BR,NC,0,M,51,740,2001
VA,VA0063,2,VA0063-002,POWHATAN COUNTY PUBLIC LIBRARY,"P.O. BOX 236, OLD BUCKINGHAM ROAD",POWHATAN,POWHATAN,23139,5719,8045982432,CE,NC,0,www.richmond.net/pcpl,51,145,2001
VA,VA0064,2,VA0064-002,DALE CITY MINI LIBRARY,4249 DALE BLVD.,WOODBRIDGE,PRINCE WILLIAM,22193,2414,7036804716,BR,NC,0,www.pwcgov.org/library,51,153,2001
VA,VA0064,3,VA0064-003,DUMFRIES MINI LIBRARY,261-A S. FRALEY BLVD.,DUMFRIES,PRINCE WILLIAM,22016,2411,7032212268,BR,NC,0,www.pwcgov.org/library,51,153,2001
VA,VA0064,4,VA0064-004,GAINESVILLE MINI LIBRARY,4603 JAMES MADISON HWY.,HAYMARKET,PRINCE WILLIAM,22069,2526,7037548862,BR,NC,0,www.pwcgov.org/library,51,153,2001
VA,VA0064,5,VA0064-005,INDEPENDENT HILL MINI LIBRARY,14418 BRISTOW RD.,MANASSAS,PRINCE WILLIAM,22111,3932,7037914469,BR,NC,0,www.pwcgov.org/library,51,153,2001
VA,VA0064,6,VA0064-006,LAKE RIDGE MINI LIBRARY,2230-C TACKETT'S MILL DR.,WOODBRIDGE,PRINCE WILLIAM,22192,3012,7034912218,BR,NC,0,www.pwcgov.org/library,51,153,2001
VA,VA0064,7,VA0064-007,NOKESVILLE MINI LIBRARY,12993 FITZWATER DR.,NOKESVILLE,PRINCE WILLIAM,22123,2229,7035942124,BR,NC,0,www.pwcgov.org/library,51,153,2001
VA,VA0064,8,VA0064-008,POTOMAC LIBRARY,2201 OPITZ BLVD.,WOODBRIDGE,PRINCE WILLIAM,22191,3309,7034948126,BR,NC,0,www.pwcgov.org/library,51,153,2001
VA,VA0064,9,VA0064-009,CENTRAL LIBRARY/PRINCE WILLIAM COUNTY PUBLIC,8601 MATHIS AVE.,MANASSAS,PRINCE WILLIAM,22111,5229,7033618211,BR,NC,0,www.pwcgov.org/library,51,153,2001
